N,P,K,temperature,humidity,ph,rainfall,previous_crop,soil_type,water_requirement,investment_per_acre,crop_duration,label,previous_crop_profit_per_acre,predicted_crop_profit_per_acre
89,95,161,38.10766818855679,29.248223416150434,7.283356270104909,255.77367135328828,Rice,Sandy Soil,Medium,59298,Long (8-12 months),Barley,61533,73070
95,64,33,10.411282437405788,43.52876850285664,8.81215913814905,147.69756401037245,Sugarcane,Black Soil,Low,61053,Short (3-4 months),Soybean,82453,24618
51,136,61,29.98172753846769,25.178035559683153,8.537470551437812,139.9251834875723,Wheat,Sandy Soil,High,36808,Medium (5-7 months),Peanut,97572,122700
127,128,23,28.487963650221026,83.8584859005879,7.7927032060297154,72.01908205270342,Rice,Sandy Soil,Medium,60637,Long (8-12 months),Peanut,63670,148107
38,100,12,16.03145162629651,25.597141726255852,4.91616242642471,222.87812426048617,Rice,Black Soil,High,73658,Long (8-12 months),Chilli,60698,131237
81,133,182,31.3537455627844,76.2493696294594,8.754591317717473,114.66539130163422,Sugarcane,Black Soil,Medium,47756,Medium (5-7 months),Soybean,42664,122357
103,37,139,28.16158183720556,74.8845271698562,9.66157864633543,194.90705747655284,Sugarcane,Black Soil,Low,42419,Medium (5-7 months),Chilli,92676,61396
128,34,143,35.56664164894785,26.46240411109904,4.6865348854641695,88.85927113781766,Chilli,Loamy Soil,Medium,32274,Long (8-12 months),Wheat,35727,126566
10,9,199,12.68071174616409,62.78210956000923,9.358471069764413,225.92748282566689,Chilli,Sandy Soil,Low,50919,Medium (5-7 months),Barley,49218,99386
41,122,70,24.28531042034699,56.852441104188685,8.98975952290236,214.07225229207833,Chilli,Loamy Soil,High,30945,Medium (5-7 months),Sugarcane,81575,81813
98,144,87,43.60345616739642,65.22125210160533,9.801854896858751,22.624638775131245,Sugarcane,Loamy Soil,High,65534,Short (3-4 months),Sugarcane,28519,127742
6,42,160,32.846987066042075,94.60078786170435,5.557803314522042,48.56210816908181,Cotton,Red Soil,High,31805,Long (8-12 months),Maize,65230,24123
89,21,188,32.67334347031606,21.16198232928383,9.511148450773986,43.02936678326686,Wheat,Sandy Soil,High,52020,Short (3-4 months),Sesame,90670,85312
111,113,32,19.903424836689574,84.59476719392802,4.659113596952135,29.902641053011486,Rice,Loamy Soil,Low,72952,Short (3-4 months),Wheat,37487,49512
59,44,93,12.09765811810913,88.16119866477808,4.631199138201346,36.81968379296522,Chilli,Loamy Soil,Medium,71980,Long (8-12 months),Wheat,40499,125307
112,144,79,41.91538120359481,25.0827392456866,4.192725183114581,110.68218401648772,Cotton,Loamy Soil,Medium,30304,Long (8-12 months),Sugarcane,94019,140092
1,115,44,12.501333974828933,70.50197494451625,6.255471652320486,233.40732333798255,Cotton,Sandy Soil,Medium,40088,Short (3-4 months),Sesame,27784,130446
128,132,134,43.42130929978784,74.44672953187718,3.583089118784115,168.51958902937267,Sugarcane,Black Soil,Low,62465,Long (8-12 months),Cotton,64866,59294
47,99,80,13.209118780130673,61.29181834105316,5.956923015042223,49.781664660345164,Rice,Red Soil,Medium,45520,Medium (5-7 months),Maize,42830,65171
139,33,193,14.781764788117894,57.37112517472465,7.5296692478783696,34.687287340790746,Cotton,Red Soil,High,39953,Short (3-4 months),Maize,76015,141314
36,77,80,19.572207099759723,41.502654512502374,4.007999847823745,49.17504073785625,Wheat,Black Soil,Medium,44405,Short (3-4 months),Soybean,34903,21452
8,25,118,26.681857142099624,73.32875683923712,8.767823060148155,124.16832883130735,Chilli,Black Soil,Medium,51735,Long (8-12 months),Soybean,66566,23951
98,64,157,36.37102870903201,38.736194752618076,5.38704194729841,104.87639309389803,Chilli,Loamy Soil,High,38314,Medium (5-7 months),Sugarcane,47467,32204
47,102,99,42.66513764007571,53.69299214377066,3.8034771654686654,217.79133175375026,Sugarcane,Sandy Soil,High,73226,Short (3-4 months),Peanut,60424,68008
130,79,58,21.330656649679774,87.75501387201561,5.91363322014832,194.31607708960146,Cotton,Red Soil,Medium,47220,Short (3-4 months),Groundnut,87032,127283
53,123,149,9.537067334939827,21.93375322686666,4.394947218142419,264.2445477872759,Wheat,Red Soil,High,69836,Short (3-4 months),Millets,56400,113595
119,117,180,30.316844073817816,59.551965171355626,8.61867402946811,284.17693967902886,Cotton,Loamy Soil,High,54219,Short (3-4 months),Wheat,97552,130463
115,118,144,33.59657226255578,55.92617295517109,5.652532289018845,20.612990861663487,Sugarcane,Sandy Soil,Low,56258,Long (8-12 months),Barley,78676,98791
74,107,193,22.67653344279124,46.702917184352884,4.257200120766635,83.71389654473194,Sugarcane,Red Soil,Low,51122,Long (8-12 months),Millets,40635,122426
112,84,6,15.219781715147635,65.48057732350595,6.421938759694257,41.91853240141202,Chilli,Black Soil,Medium,75189,Short (3-4 months),Cotton,64908,126630
103,67,84,19.490262620117115,15.597603482663299,6.411115158187951,105.55427675652552,Sugarcane,Red Soil,High,30799,Long (8-12 months),Groundnut,93476,121081
83,61,69,31.68017545927078,56.474420986514204,5.277014687147695,186.47096631722619,Chilli,Black Soil,High,46560,Medium (5-7 months),Soybean,55542,134593
111,33,56,26.047857965857173,55.89329614186162,5.607450023349753,94.35401878672357,Rice,Red Soil,Medium,59100,Short (3-4 months),Maize,84561,79323
98,133,38,34.73386706710217,58.501165359551806,8.44864643104485,73.06696698487693,Chilli,Red Soil,Low,55816,Short (3-4 months),Maize,84044,63166
92,128,49,16.428868126194924,32.46923354481613,7.611967167234557,127.8688570311545,Sugarcane,Red Soil,Low,44040,Medium (5-7 months),Millets,38021,40104
127,63,133,38.168720558307584,32.05400822063664,4.885072704487566,25.11312496839831,Sugarcane,Black Soil,High,59022,Short (3-4 months),Chilli,85460,99575
109,90,104,14.258235820645632,69.73872590270616,9.601898560853929,291.11475168650435,Sugarcane,Sandy Soil,Medium,37096,Long (8-12 months),Barley,68245,91734
81,75,56,20.323167498614822,22.206997336146657,5.464231991676606,289.3918503197302,Cotton,Red Soil,Low,48808,Short (3-4 months),Maize,49308,80126
53,93,71,29.429153225984155,40.48280630151014,6.934948012587801,57.59845375743471,Chilli,Red Soil,Medium,71349,Long (8-12 months),Millets,91338,75093
67,102,102,34.505223089730954,85.47876820868794,7.177251023463234,72.91173257218932,Wheat,Black Soil,Low,58074,Long (8-12 months),Chilli,79486,29701
32,48,80,18.102050652617777,23.15306830268638,4.878698459366564,177.59693327164322,Rice,Sandy Soil,Low,73367,Long (8-12 months),Peanut,36153,52593
20,120,60,41.86747525792682,54.38245201205984,5.37743006926142,106.15819908694672,Wheat,Loamy Soil,Medium,34787,Short (3-4 months),Wheat,44464,72730
47,79,190,33.43352466752324,71.57563251222183,6.595775791899708,23.601548052395867,Wheat,Red Soil,Low,52092,Medium (5-7 months),Millets,75709,94954
127,27,113,16.411610051333195,26.40033781510548,5.1529867369613465,35.267849695198244,Cotton,Black Soil,Medium,53033,Medium (5-7 months),Soybean,80248,56789
135,49,54,34.11847179368668,41.043555186104584,5.4700465298929455,207.60232144290026,Wheat,Sandy Soil,Low,52859,Short (3-4 months),Sesame,29044,104056
134,96,105,33.09277748556785,62.15676312848481,7.4475132756226365,78.7339667810447,Rice,Red Soil,Low,74016,Long (8-12 months),Millets,72619,50418
127,17,123,35.0565778887004,42.30926684324577,8.223041913418633,170.04145307944077,Rice,Sandy Soil,Medium,49158,Short (3-4 months),Peanut,96185,130381
32,38,157,40.74395159076801,23.68232787641557,8.655328424677954,97.18426192950379,Cotton,Loamy Soil,Low,78145,Medium (5-7 months),Wheat,22999,47346
114,74,144,33.6288893400111,34.18080472576098,4.287451851252131,166.32452240404686,Wheat,Black Soil,Medium,51027,Medium (5-7 months),Cotton,96958,116943
118,112,119,21.08968451167047,23.637542923832044,8.243895573910287,298.2619805892484,Chilli,Loamy Soil,Low,51035,Long (8-12 months),Sugarcane,36437,95393
21,137,77,36.37506521139954,98.57220864871253,9.525900575460891,212.4630204102482,Chilli,Black Soil,High,70483,Medium (5-7 months),Chilli,45695,81630
37,130,197,33.076330569807816,34.45874212403004,7.239066370329452,116.6997049362073,Sugarcane,Sandy Soil,High,34504,Short (3-4 months),Sesame,85052,48449
108,25,60,28.83850303214866,59.73916148357833,7.393050819386721,288.8980222062198,Sugarcane,Red Soil,High,38559,Long (8-12 months),Groundnut,32110,33718
50,135,54,21.156686787890816,50.9925818282417,9.647805957740502,29.83968362990805,Wheat,Sandy Soil,High,34499,Short (3-4 months),Sesame,24946,21273
7,27,160,40.92407119279843,63.078930062837685,9.09549600318541,67.76437259480593,Rice,Sandy Soil,Medium,39704,Medium (5-7 months),Barley,63298,145858
26,23,7,26.695084364949718,56.95632070663245,7.090753947291896,158.9718073121575,Sugarcane,Sandy Soil,High,39293,Long (8-12 months),Barley,96228,147442
26,54,170,30.714963311504548,76.59314233035289,8.429424023688284,101.5222040842603,Sugarcane,Loamy Soil,Medium,53027,Short (3-4 months),Rice,49206,147359
20,24,68,23.301002893354237,89.09614012088248,4.667994145677862,220.60352897049145,Chilli,Red Soil,Low,54265,Short (3-4 months),Millets,77348,63488
29,120,58,36.036946386957766,38.714997753979944,6.161214245527587,29.751623413043056,Sugarcane,Black Soil,High,71068,Short (3-4 months),Soybean,67648,141654
96,96,40,20.71083957741752,29.99751610301826,8.105075958827793,96.47584405141626,Chilli,Red Soil,Medium,30200,Short (3-4 months),Millets,98335,50092
27,97,176,37.07613600087117,98.63942767773051,5.360436736173497,258.360506593934,Chilli,Loamy Soil,High,47507,Medium (5-7 months),Rice,70874,56200
110,87,48,12.587413921786707,88.50109350282449,6.423467699172974,132.11539164531,Chilli,Black Soil,High,36073,Short (3-4 months),Soybean,68189,74770
60,57,201,33.53286794041056,45.454511374647225,4.615451440877601,76.71673697145305,Wheat,Loamy Soil,Medium,75439,Short (3-4 months),Wheat,59563,48988
47,127,123,25.444930998600807,90.96259745058315,9.277930484275185,164.57492423355293,Chilli,Black Soil,Low,59081,Short (3-4 months),Chilli,99244,25607
3,89,97,33.17710945279988,71.73984196893997,9.264203014142101,122.18119317349547,Chilli,Black Soil,Medium,61607,Medium (5-7 months),Chilli,65523,74039
34,86,185,27.344716353245015,51.75541510477968,6.580764181940939,98.84037989551662,Wheat,Red Soil,Medium,67854,Short (3-4 months),Millets,65885,125046
48,13,145,13.506225862682317,89.13112015210758,4.739409916658557,256.3994707066928,Sugarcane,Loamy Soil,High,72733,Medium (5-7 months),Wheat,74652,78680
16,8,176,25.448743335904,72.14586497080292,7.872310460139853,257.21094262288983,Chilli,Red Soil,Low,70562,Medium (5-7 months),Groundnut,55118,131270
45,29,136,42.44037961712222,85.10460906550772,4.877854346787337,136.6854936034602,Chilli,Sandy Soil,Low,56184,Long (8-12 months),Peanut,79870,142337
116,38,74,35.131732547339034,50.070007594369756,4.974692960500782,188.31024350469,Chilli,Black Soil,Low,35696,Medium (5-7 months),Cotton,24748,109362
5,77,183,19.287216680555836,82.72699245484921,9.755340394592013,220.27203466141842,Wheat,Black Soil,High,50681,Medium (5-7 months),Chilli,22021,111830
98,141,106,41.72788125873346,45.71242464283888,4.144836848217072,216.1544695687321,Chilli,Red Soil,Medium,31520,Long (8-12 months),Maize,84329,125136
123,86,202,35.97181097439656,77.27183901523307,5.943405409345545,112.82611439799655,Cotton,Black Soil,Medium,37488,Medium (5-7 months),Chilli,97658,21561
36,141,15,21.526590696354166,51.593388639325,7.0727843175956995,204.25007183802725,Chilli,Loamy Soil,Low,41237,Medium (5-7 months),Rice,81157,69218
23,8,186,29.860117785928338,48.992875742520106,4.197878531664955,275.80822971527874,Chilli,Sandy Soil,Medium,54551,Long (8-12 months),Sesame,88925,112331
92,11,114,23.69559051902735,82.54847223058579,3.755169617770734,35.636146668985475,Sugarcane,Red Soil,Low,44022,Long (8-12 months),Maize,35693,22285
45,19,194,12.195317403973815,24.976672390046843,6.99216905411698,40.53730854567006,Sugarcane,Black Soil,High,51301,Short (3-4 months),Soybean,55027,144633
94,42,191,36.915653105196576,93.82767792762188,4.241407105868794,257.50773750310276,Sugarcane,Red Soil,Low,59952,Long (8-12 months),Groundnut,96180,75636
98,95,65,15.484712687754186,57.86410358431116,5.119854915942205,187.89840920689414,Rice,Black Soil,Low,62978,Long (8-12 months),Cotton,60984,48271
115,56,172,24.7882261428745,68.78477737868906,6.7023861172231225,27.785951501372143,Sugarcane,Loamy Soil,High,67245,Medium (5-7 months),Rice,27585,100569
66,85,136,33.31248559213357,48.99860964209419,5.739281123873347,233.4285748334459,Sugarcane,Black Soil,Low,51167,Short (3-4 months),Chilli,68616,57559
127,104,159,41.3131524220501,69.62489246769306,8.073866654412608,49.81207325663514,Sugarcane,Loamy Soil,High,74621,Long (8-12 months),Sugarcane,67564,32056
17,11,20,11.01166760006313,75.10922921983372,9.693658035989921,253.90790946516248,Sugarcane,Loamy Soil,Medium,43407,Long (8-12 months),Rice,53923,115785
24,111,11,22.529792750352613,88.70724866155773,8.348032334472919,154.64953306119912,Sugarcane,Black Soil,Medium,31415,Long (8-12 months),Soybean,49140,102532
53,49,15,30.24603627887111,87.4986607920575,9.93503955931506,101.32360023491285,Sugarcane,Sandy Soil,High,71906,Medium (5-7 months),Peanut,20954,112941
57,63,204,35.98446244339604,44.93128854621507,6.005592586697988,192.11873047811724,Rice,Red Soil,Medium,66026,Long (8-12 months),Groundnut,89360,147299
66,126,68,40.91995890351242,67.05131044459813,5.467540153841899,68.61185128440599,Chilli,Red Soil,High,64676,Short (3-4 months),Millets,55095,137697
103,25,184,8.843006084241683,81.1721202788781,4.871747686995957,169.91175626635612,Rice,Red Soil,Medium,53328,Short (3-4 months),Millets,40844,80988
23,7,132,30.703114570584578,79.82507235085409,9.1948172481295,156.60025762415296,Rice,Red Soil,High,38816,Long (8-12 months),Groundnut,87360,45462
113,6,10,9.067425327629392,90.63210140055189,6.012170991888132,87.080495392788,Cotton,Sandy Soil,High,34296,Long (8-12 months),Barley,54254,72777
31,33,124,36.2613784754473,85.57543152036199,8.076349884387296,206.0804468745836,Cotton,Loamy Soil,High,67229,Long (8-12 months),Sugarcane,90550,54643
85,41,52,14.041528457278497,75.79540364458347,7.843797144017097,117.7321785056171,Wheat,Black Soil,Medium,31666,Long (8-12 months),Cotton,23944,86044
126,49,73,40.00304147805966,78.45278330532545,3.871761695726941,256.9474038242816,Chilli,Black Soil,Medium,53207,Medium (5-7 months),Chilli,87465,141212
129,124,125,14.231726175451437,83.47521612619013,9.161175148718424,43.45430058507854,Sugarcane,Black Soil,Medium,62285,Short (3-4 months),Cotton,35651,90093
16,50,10,35.462400889899044,86.0850572510253,6.63333769096139,234.5811687337001,Sugarcane,Red Soil,High,59462,Long (8-12 months),Groundnut,99452,72351
103,144,193,18.90786406423905,44.49018186224633,4.942242943969791,142.06616600340277,Wheat,Loamy Soil,High,78597,Long (8-12 months),Rice,57772,74205
136,57,198,28.245871276540296,81.27785509677595,9.800612502816481,107.02337490939969,Sugarcane,Sandy Soil,Low,66364,Medium (5-7 months),Barley,92880,99318
42,49,89,30.029497288938085,95.62787547178344,8.347802356724635,281.5474769175955,Wheat,Sandy Soil,Medium,72186,Short (3-4 months),Sesame,78609,33698
38,36,114,16.03124578297666,34.228555146751674,7.470559665153113,75.88183734902618,Chilli,Red Soil,High,40582,Short (3-4 months),Maize,96894,58002
25,22,185,19.235206864152754,18.392925482869884,9.86034555673566,137.9916484703682,Sugarcane,Black Soil,Low,72430,Long (8-12 months),Cotton,45958,77021
98,17,32,12.572301429309594,20.46412764055392,8.369861098381907,149.3922390801048,Rice,Black Soil,High,79421,Medium (5-7 months),Soybean,57176,28013
49,136,113,9.00999562140548,32.835953605923606,4.283750273021397,103.03812300940635,Wheat,Red Soil,Low,73992,Short (3-4 months),Groundnut,31758,96589
12,27,137,17.171092377139544,93.10599853564753,9.878163750240148,44.98509634700524,Sugarcane,Black Soil,Medium,53763,Medium (5-7 months),Soybean,76650,55461
59,66,85,26.808263090942397,25.12748653563016,7.3475290491013645,272.1623281544611,Chilli,Loamy Soil,Low,30258,Medium (5-7 months),Wheat,45726,57828
134,58,105,33.69440957890655,78.34544072697952,5.430223321708814,269.0461496266801,Rice,Loamy Soil,Medium,66616,Short (3-4 months),Sugarcane,91725,140759
56,73,62,36.48108349363774,88.58436316705743,8.761686605202645,195.2620932730812,Wheat,Red Soil,Medium,73326,Medium (5-7 months),Millets,53180,116245
35,18,28,11.257005800545741,89.48250815201976,3.812892757201031,110.50090623893324,Cotton,Black Soil,High,56677,Short (3-4 months),Chilli,97201,60202
19,102,163,18.319214345169442,49.983327239511624,7.712550052334275,195.00955288004414,Cotton,Red Soil,High,70972,Long (8-12 months),Millets,80703,44112
64,32,173,35.667840458301185,56.71377565575119,4.52893244250944,288.6550017632929,Cotton,Loamy Soil,Low,73480,Short (3-4 months),Wheat,25879,122664
7,99,72,25.5838676644189,41.96817176481408,4.067681622006664,266.10430171163347,Rice,Black Soil,High,62868,Long (8-12 months),Soybean,74633,92285
114,75,111,15.174858150865665,26.888966152788655,5.780989472748519,66.2984114662155,Sugarcane,Loamy Soil,High,38495,Long (8-12 months),Wheat,61762,90218
91,71,178,22.494261656868552,32.44617542359383,5.796289951635661,247.39877862768563,Sugarcane,Red Soil,Low,37096,Medium (5-7 months),Millets,32189,66141
97,104,14,18.23631723400115,25.81233925117408,7.366341760689271,242.2674854024563,Sugarcane,Black Soil,Low,55627,Long (8-12 months),Soybean,99469,55640
65,65,169,10.59094019962096,49.19241197422402,7.14068841625379,275.5279980773478,Chilli,Loamy Soil,Low,33168,Short (3-4 months),Rice,23281,40805
31,107,153,35.43794202185846,28.860716698677727,7.928490296050484,33.43863754954177,Wheat,Black Soil,Medium,46970,Long (8-12 months),Soybean,67716,128606
85,141,25,18.991145828787808,48.83910071012738,4.624324197284172,233.5634927763027,Chilli,Red Soil,Low,59687,Long (8-12 months),Maize,83531,102418
50,123,128,41.763329797830494,87.22523725732844,9.104698702642246,172.2199785023461,Rice,Loamy Soil,Low,53641,Medium (5-7 months),Wheat,82108,48890
